[MM] Killing old instance PID 80431
[MM] Killing old instance PID 80467
[MM] === BTC 15-min Spread Scalper ===
[MM] UTC: 2026-03-31 02:50:21.200909+00:00
[MM] size=6.0  sell_deadline=+0s  poll=1.0s
[MM] Balance: $20.17
[MM] --- main loop #1 @ 02:50:22 UTC ---
[MM] Streak: 1x DN → enter 600s before start

[MM] ==================================================
[MM] Bitcoin Up or Down - March 30, 11:00PM-11:15PM ET
[MM] start=2026-03-31T03:00:00+00:00  sell_deadline=+0s
[MM] Side: UP (bid depth UP=4540 vs DN=717)
[MM] Trading UP token=11847292330016590094...
[MM] Balance: $20.17
[MM] --- Round 1 (UP) ---
[BUY] BUY 6sh @ 0.46  oid=0x299c08a387bc85b95a537805654012f0dfb433100a7b2a943328d87435044071
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 572s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 391s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 381s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 371s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 361s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 351s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 341s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 331s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 322s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 320s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 311s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 302s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 300s to start
[MM] BUY reported filled @ 0.46, waiting for settlement...
[MM] Settlement confirmed: 6.00sh
[SELL] SELL 6sh @ 0.46  oid=0xf109591ab57f65d2c6cf9ff1477ef50ef324d71d40f5f7c68f52b12b3289a601
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 296.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 294.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 293.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 291.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 290.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 289.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 287.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 286.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 284.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 283.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 282.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 280.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 279.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 277.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 276.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 275.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 273.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 272.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 270.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 269.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 268.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 266.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 265.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 263.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 262.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 261.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 259.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 258.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 256.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 255.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 253.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 252.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 251.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 249.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 248.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 247.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 245.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 244.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 242.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 241.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 240.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 238.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 237.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 235.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 234.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 233.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 231.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 230.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 228.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 227.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 226.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 224.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 223.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 221.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 220.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 219.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 217.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 216.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 215.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 213.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 212.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 210.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 209.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 208.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 206.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 205.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 203.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 202.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 201.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 199.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 198.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 196.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 195.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 194.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 192.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 187.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 186.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 185.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 183.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 182.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 180.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 179.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 178.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 176.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 175.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 173.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 172.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 171.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 169.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 168.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 167.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 165.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 164.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 162.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 161.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 160.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 158.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 157.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 155.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 154.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 153.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 151.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 150.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 148.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 147.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 146.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 144.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 143.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 141.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 140.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 139.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 137.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 136.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 134.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 133.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 132.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 130.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 129.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 128.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 126.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 125.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 123.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 122.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 121.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 119.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 118.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 116.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 115.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 114.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 112.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 111.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 109.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 108.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 107.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 105.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 104.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 102.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 101.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 100.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 98.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 97.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 95.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 94.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 93.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 91.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 90.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 88.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 87.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 86.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 84.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 83.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 81.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 80.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 79.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 77.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 76.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 74.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 73.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 72.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 70.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 69.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 67.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 66.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 65.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 63.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 62.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 60.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 59.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 58.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 56.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 55.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 53.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 52.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 51.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 49.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 48.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 47.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 45.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 44.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 42.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 41.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 40.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 38.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 37.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 35.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 34.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 33.0s left
