[LIVE] === BTC 15-min Fair-Value MM — LIVE TRADING ===
[LIVE] UTC: 2026-05-06 06:00:39.730113+00:00
[LIVE] size=7.0  poll=1.0s  maker-only  improve=0.0
[LIVE] No sell orders will be placed — user resolves manually
[py_clob_client_v2] request error status=400 url=https://clob.polymarket.com/auth/api-key body={"error":"Could not create api key"}

[py_clob_client_v2] request error status=400 url=https://clob.polymarket.com/auth/api-key body={"error":"Could not create api key"}

[LIVE] USDC balance: $147.11
[REDEEM] Relayer ready (PROXY tx type, key=019dd8ae...)
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (820s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (759s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (637s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (576s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (515s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (454s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (393s to start)
[LIVE] Current candle not confirmed (383s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (332s to start)
[LIVE] Current candle not confirmed (322s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[LIVE] Current candle not confirmed (291s to start)
[LIVE] Current candle not confirmed (280s to start)
[LIVE] Current candle not confirmed (270s to start)
[LIVE] Current candle not confirmed (259s to start)
[LIVE] Current candle not confirmed (249s to start)
[LIVE] Current candle not confirmed (238s to start)
[LIVE] Current candle not confirmed (228s to start)
[LIVE] Current candle not confirmed (217s to start)
[LIVE] Current candle not confirmed (207s to start)
[LIVE] Current candle not confirmed (196s to start)
[LIVE] Current candle not confirmed (186s to start)
[LIVE] Current candle not confirmed (175s to start)
[LIVE] Current candle not confirmed (165s to start)
[LIVE] Current candle not confirmed (154s to start)
[FV] Current candle effectively UP (bid=0.95, 144s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 2:30AM-2:45AM ET
[LIVE] streak=1xUP  rsi=50.72
[LIVE] fair: UP=0.500 DN=0.500
[LIVE] target: UP@0.49 DN@0.49 (improve=0.0)
[LIVE] USDC: $153.68
[UP] BUY 7sh @ 0.49  oid=0x659dbeaa7c12459d649f0ca275749666586ac4f7f4d916741307864643fa6936
[LIVE] UP placed @ 0.49  (target=0.49, best_ask=0.51)
[DN] BUY 7sh @ 0.49  oid=0xcda3d28646afdc01e5b0d24d3db4668bfa00bf298d8bc080088eeb82a5c14603
[LIVE] DN placed @ 0.49  (target=0.49, best_ask=0.50)
[LIVE] UP:open@0.49 | DN:open@0.49 | 131s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 120s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 109s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 97s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 86s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 75s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 63s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 52s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 41s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 29s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 18s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 7s to start
[UP] cancelled 0x659dbeaa7c1245...
[DN] cancelled 0xcda3d28646afdc...
[LIVE] candle done: no fills
[LIVE] Current candle not confirmed (839s to start)
[LIVE] Current candle not confirmed (829s to start)
[LIVE] Current candle not confirmed (819s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (778s to start)
[LIVE] Current candle not confirmed (768s to start)
[LIVE] Current candle not confirmed (758s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (717s to start)
[LIVE] Current candle not confirmed (707s to start)
[LIVE] Current candle not confirmed (697s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (656s to start)
[LIVE] Current candle not confirmed (646s to start)
[LIVE] Current candle not confirmed (636s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (585s to start)
[LIVE] Current candle not confirmed (575s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (524s to start)
[LIVE] Current candle not confirmed (514s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (463s to start)
[LIVE] Current candle not confirmed (453s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (402s to start)
[LIVE] Current candle not confirmed (392s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (341s to start)
[LIVE] Current candle not confirmed (331s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[LIVE] Current candle not confirmed (291s to start)
[LIVE] Current candle not confirmed (280s to start)
[LIVE] Current candle not confirmed (270s to start)
[LIVE] Current candle not confirmed (259s to start)
[LIVE] Current candle not confirmed (248s to start)
[LIVE] Current candle not confirmed (238s to start)
[LIVE] Current candle not confirmed (227s to start)
[LIVE] Current candle not confirmed (217s to start)
[LIVE] Current candle not confirmed (206s to start)
[LIVE] Current candle not confirmed (196s to start)
[FV] Current candle effectively UP (bid=0.95, 186s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 2:45AM-3:00AM ET
[LIVE] streak=2xUP  rsi=54.25
[LIVE] fair: UP=0.496 DN=0.504
[LIVE] target: UP@0.49 DN@0.49 (improve=0.0)
[LIVE] USDC: $153.68
[UP] BUY 7sh @ 0.48  oid=0xcc18600c6fcb055a78122c0c00aff9876a4984d9d7826d1b05b49785af7dad6d
[LIVE] UP placed @ 0.48  (target=0.49, best_ask=0.49) (improved)
[DN] BUY 7sh @ 0.49  oid=0xd139fbd321e83e743050020500d6dcf196abf2da139509e4de37e2b4d7d97318
[LIVE] DN placed @ 0.49  (target=0.49, best_ask=0.52)
[LIVE] UP:open@0.48 | DN:open@0.49 | 173s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 162s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 150s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 139s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 128s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 117s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 105s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 94s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 83s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 71s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 60s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 49s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 37s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 26s to start
[LIVE] UP:open@0.48 | DN:open@0.49 | 15s to start
[LIVE] UP FILLED @ 0.48
[DN] cancelled 0xd139fbd321e83e...
[LIVE] candle done: UP@0.48
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (820s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (759s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (637s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (576s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (515s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (454s to start)
[LIVE] Current candle not confirmed (444s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (393s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (332s to start)
[LIVE] Current candle not confirmed (322s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[LIVE] Current candle not confirmed (291s to start)
[LIVE] Current candle not confirmed (280s to start)
[LIVE] Current candle not confirmed (270s to start)
[LIVE] Current candle not confirmed (259s to start)
[LIVE] Current candle not confirmed (249s to start)
[REDEEM] data-api error: HTTPSConnectionPool(host='data-api.polymarket.com', port=443): Max retries exceeded with url: /positions?user=0x522f2AB5bC44e574D8E27dF929D21d6f71A71164&limit=100&redeemable=true (Caused by NameResolutionError("HTTPSConnection(host='data-api.polymarket.com', port=443): Failed to resolve 'data-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[REDEEM] erc20 balance error: HTTPSConnectionPool(host='polygon.drpc.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPSConnection(host='polygon.drpc.org', port=443): Failed to resolve 'polygon.drpc.org' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 1/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778051700 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 2/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778051700 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 3/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778051700 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[MM] discovery btc-updown-15m-1778051700: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778051700 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 1/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778052600 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 2/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778052600 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 3/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778052600 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[MM] discovery btc-updown-15m-1778052600: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778052600 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 1/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778053500 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 2/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778053500 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 3/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778053500 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[MM] discovery btc-updown-15m-1778053500: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778053500 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 1/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778054400 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 2/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778054400 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 3/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778054400 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[MM] discovery btc-updown-15m-1778054400: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778054400 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 1/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778055300 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 2/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778055300 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 3/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778055300 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[MM] discovery btc-updown-15m-1778055300: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778055300 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 1/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778056200 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 2/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778056200 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[GAMMA] retry 3/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778056200 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[MM] discovery btc-updown-15m-1778056200: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Max retries exceeded with url: /events/slug/btc-updown-15m-1778056200 (Caused by NameResolutionError("HTTPSConnection(host='gamma-api.polymarket.com', port=443): Failed to resolve 'gamma-api.polymarket.com' ([Errno 8] nodename nor servname provided, or not known)"))
[LIVE] no candle found, retry in 30s
[FV] Current candle effectively UP (bid=0.96, 124s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 3:15AM-3:30AM ET
[LIVE] streak=4xUP  rsi=59.1
[LIVE] fair: UP=0.357 DN=0.643
[LIVE] target: UP@0.35 DN@0.63 (improve=0.0)
[LIVE] USDC: $157.32
[UP] BUY 7sh @ 0.35  oid=0x5264269da45eb43381b4fb7a404780101615ce1bdf47409bd833fad7d0259881
[LIVE] UP placed @ 0.35  (target=0.35, best_ask=0.45)
[DN] BUY 7sh @ 0.55  oid=0x074fb8534ffafef97e7baa12108a823d7facfe6d48b8ab82eb7e9124ee2c3fec
[LIVE] DN placed @ 0.55  (target=0.63, best_ask=0.56) (improved)
[LIVE] UP:open@0.35 | DN:open@0.55 | 109s to start
[LIVE] DN FILLED @ 0.55
[UP] cancelled 0x5264269da45eb4...
[LIVE] candle done: DN@0.55
[LIVE] Current candle not confirmed (620s to start)
[LIVE] Current candle not confirmed (610s to start)
[LIVE] Current candle not confirmed (600s to start)
[LIVE] Current candle not confirmed (590s to start)
[LIVE] Current candle not confirmed (579s to start)
[LIVE] Current candle not confirmed (569s to start)
[LIVE] Current candle not confirmed (559s to start)
[LIVE] Current candle not confirmed (549s to start)
[LIVE] Current candle not confirmed (539s to start)
[LIVE] Current candle not confirmed (529s to start)
[LIVE] Current candle not confirmed (518s to start)
[LIVE] Current candle not confirmed (508s to start)
[LIVE] Current candle not confirmed (498s to start)
[LIVE] Current candle not confirmed (488s to start)
[LIVE] Current candle not confirmed (478s to start)
[LIVE] Current candle not confirmed (468s to start)
