[LIVE] === BTC 15-min Fair-Value MM — LIVE TRADING ===
[LIVE] UTC: 2026-05-14 16:33:22.896632+00:00
[LIVE] size=dynamic (min 5, +1 per $20 > $100)  poll=1.0s  maker-only  improve=0.0
[LIVE] No sell orders will be placed — user resolves manually
[LIVE] Killing old instance PID 51199
[py_clob_client_v2] request error status=400 url=https://clob.polymarket.com/auth/api-key body={"error":"Could not create api key"}

[py_clob_client_v2] request error status=400 url=https://clob.polymarket.com/auth/api-key body={"error":"Could not create api key"}

[LIVE] USDC balance: $188.81
[REDEEM] Relayer ready (PROXY tx type, key=019dd8ae...)
[LIVE] Current candle not confirmed (379s to start)
[LIVE] Current candle not confirmed (369s to start)
[LIVE] Current candle not confirmed (359s to start)
[LIVE] Current candle not confirmed (349s to start)
[LIVE] Current candle not confirmed (339s to start)
[LIVE] Current candle not confirmed (328s to start)
[LIVE] Current candle not confirmed (318s to start)
[LIVE] Current candle not confirmed (308s to start)
[LIVE] Current candle not confirmed (298s to start)
[LIVE] Current candle not confirmed (287s to start)
[LIVE] Current candle not confirmed (277s to start)
[LIVE] Current candle not confirmed (266s to start)
[LIVE] Current candle not confirmed (256s to start)
[LIVE] Current candle not confirmed (245s to start)
[LIVE] Current candle not confirmed (235s to start)
[LIVE] Current candle not confirmed (224s to start)
[LIVE] Current candle not confirmed (214s to start)
[LIVE] Current candle not confirmed (203s to start)
[LIVE] Current candle not confirmed (192s to start)
[LIVE] Current candle not confirmed (182s to start)
[LIVE] Current candle not confirmed (171s to start)
[LIVE] Current candle not confirmed (161s to start)
[LIVE] Current candle not confirmed (150s to start)
[LIVE] Current candle not confirmed (140s to start)
[LIVE] Current candle not confirmed (129s to start)
[LIVE] Current candle not confirmed (119s to start)
[LIVE] Current candle not confirmed (108s to start)
[LIVE] Current candle not confirmed (97s to start)
[LIVE] Current candle not confirmed (87s to start)
[LIVE] Current candle not confirmed (76s to start)
[LIVE] Current candle not confirmed (66s to start)
[LIVE] Current candle not confirmed (55s to start)
[LIVE] Current candle not confirmed (45s to start)
[LIVE] Current candle not confirmed (34s to start)
[LIVE] Current candle not confirmed (24s to start)
[LIVE] Current candle not confirmed (13s to start)
[FV] Current candle effectively DN (bid=0.99, 3s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 14, 12:45PM-1:00PM ET
[LIVE] streak=1xDN  rsi=82.4
[LIVE] fair: UP=0.508 DN=0.492
[LIVE] target: UP@0.50 DN@0.48 (improve=0.0)
[LIVE] USDC: $188.81 | Size: 9.0
[UP] BUY 9sh @ 0.45  oid=0x3f0798cdd9adbff60c264236293bddde07fe4532529beaac2e837652d2dbe052
[LIVE] UP placed @ 0.45  (target=0.50, best_ask=0.46) (improved)
[DN] BUY 9sh @ 0.48  oid=0x38846329a95be567f113fadc333316b4575b0b9599a605d442f7271c6ef97646
[LIVE] DN placed @ 0.48  (target=0.48, best_ask=0.55)
[LIVE] UP FILLED @ 0.45
[LIVE] DN FILLED @ 0.48
[LIVE] candle done: UP@0.45 + DN@0.48
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (820s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (759s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (637s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (576s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (515s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (454s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (393s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (332s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[FV] Current candle effectively DN (bid=0.98, 291s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 14, 1:00PM-1:15PM ET
[LIVE] streak=2xDN  rsi=69.27
[LIVE] fair: UP=0.505 DN=0.495
[LIVE] target: UP@0.49 DN@0.48 (improve=0.0)
[LIVE] USDC: $180.44 | Size: 9.0
[UP] BUY 9sh @ 0.49  oid=0x41d36d45f7471a54e71bbe23ba524e38e109039692ea9e3fb4260614e06802fb
[LIVE] UP placed @ 0.49  (target=0.49, best_ask=0.52)
[DN] BUY 9sh @ 0.48  oid=0x3959ee7a0d4a219d69470a462424f3deee579007d44f17e2e69ae674d7ae65c5
[LIVE] DN placed @ 0.48  (target=0.48, best_ask=0.49)
[LIVE] UP:open@0.49 | DN:open@0.48 | 279s to start
[LIVE] UP:open@0.49 | DN:open@0.48 | 267s to start
[LIVE] UP:open@0.49 | DN:open@0.48 | 256s to start
[LIVE] UP:open@0.49 | DN:open@0.48 | 244s to start
[LIVE] UP:open@0.49 | DN:open@0.48 | 233s to start
[LIVE] UP:open@0.49 | DN:open@0.48 | 222s to start
[LIVE] UP:open@0.49 | DN:open@0.48 | 210s to start
[LIVE] UP:open@0.49 | DN:open@0.48 | 199s to start
[LIVE] UP:open@0.49 | DN:open@0.48 | 188s to start
[LIVE] DN FILLED @ 0.48
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 175s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 164s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 153s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 142s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 132s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 121s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 110s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 100s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 89s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 78s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 67s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 57s to start
[LIVE] UP:open@0.49 | DN:FILLED@0.48 | 46s to start
[LIVE] UP FILLED @ 0.49
[LIVE] candle done: UP@0.49 + DN@0.48
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (819s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (758s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (697s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (676s to start)
[LIVE] Current candle not confirmed (666s to start)
[LIVE] Current candle not confirmed (656s to start)
[LIVE] Current candle not confirmed (646s to start)
[LIVE] Current candle not confirmed (636s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (615s to start)
[LIVE] Current candle not confirmed (605s to start)
[LIVE] Current candle not confirmed (595s to start)
[LIVE] Current candle not confirmed (585s to start)
[LIVE] Current candle not confirmed (575s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (554s to start)
[LIVE] Current candle not confirmed (544s to start)
[LIVE] Current candle not confirmed (534s to start)
[LIVE] Current candle not confirmed (524s to start)
[LIVE] Current candle not confirmed (514s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (493s to start)
[LIVE] Current candle not confirmed (483s to start)
[LIVE] Current candle not confirmed (473s to start)
[LIVE] Current candle not confirmed (463s to start)
[LIVE] Current candle not confirmed (453s to start)
[LIVE] Current candle not confirmed (442s to start)
[LIVE] Current candle not confirmed (432s to start)
[LIVE] Current candle not confirmed (422s to start)
[LIVE] Current candle not confirmed (412s to start)
[LIVE] Current candle not confirmed (402s to start)
[LIVE] Current candle not confirmed (392s to start)
[LIVE] Current candle not confirmed (381s to start)
[LIVE] Current candle not confirmed (371s to start)
[LIVE] Current candle not confirmed (361s to start)
[LIVE] Current candle not confirmed (351s to start)
[LIVE] Current candle not confirmed (341s to start)
[LIVE] Current candle not confirmed (331s to start)
[LIVE] Current candle not confirmed (320s to start)
[LIVE] Current candle not confirmed (310s to start)
[LIVE] Current candle not confirmed (300s to start)
[LIVE] Current candle not confirmed (290s to start)
[LIVE] Current candle not confirmed (279s to start)
[LIVE] Current candle not confirmed (269s to start)
[LIVE] Current candle not confirmed (258s to start)
[LIVE] Current candle not confirmed (247s to start)
[LIVE] Current candle not confirmed (237s to start)
[LIVE] Current candle not confirmed (226s to start)
[LIVE] Current candle not confirmed (216s to start)
[LIVE] Current candle not confirmed (205s to start)
[LIVE] Current candle not confirmed (195s to start)
[LIVE] Current candle not confirmed (184s to start)
[LIVE] Current candle not confirmed (174s to start)
[LIVE] Current candle not confirmed (163s to start)
[LIVE] Current candle not confirmed (152s to start)
[LIVE] Current candle not confirmed (142s to start)
[LIVE] Current candle not confirmed (131s to start)
[LIVE] Current candle not confirmed (121s to start)
[LIVE] Current candle not confirmed (110s to start)
[LIVE] Current candle not confirmed (100s to start)
[LIVE] Current candle not confirmed (89s to start)
[LIVE] Current candle not confirmed (79s to start)
[LIVE] Current candle not confirmed (68s to start)
[LIVE] Current candle not confirmed (58s to start)
[FV] Current candle effectively DN (bid=0.98, 47s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 14, 1:15PM-1:30PM ET
[LIVE] streak=1xDN  rsi=80.18
[LIVE] fair: UP=0.508 DN=0.492
[LIVE] target: UP@0.50 DN@0.48 (improve=0.0)
[LIVE] USDC: $180.72 | Size: 9.0
[UP] BUY 9sh @ 0.46  oid=0xea2eeb276dca751e9d0654910a4f3f543fa90257ce5a44535035a61893a819ad
[LIVE] UP placed @ 0.46  (target=0.50, best_ask=0.47) (improved)
[DN] BUY 9sh @ 0.48  oid=0x5600e5ecee4f66a2bf714f67da93b02f17d2846cea5f944ac8ccf0688e27a1e8
[LIVE] DN placed @ 0.48  (target=0.48, best_ask=0.54)
[LIVE] UP:open@0.46 | DN:open@0.48 | 35s to start
[LIVE] UP:open@0.46 | DN:open@0.48 | 23s to start
[LIVE] UP:open@0.46 | DN:open@0.48 | 12s to start
[LIVE] UP:open@0.46 | DN:open@0.48 | 1s to start
[UP] cancelled 0xea2eeb276dca75...
[DN] cancelled 0x5600e5ecee4f66...
[LIVE] candle done: no fills
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (819s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (758s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (637s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (576s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (515s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (454s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (393s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (332s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[FV] Current candle effectively DN (bid=0.96, 291s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 14, 1:30PM-1:45PM ET
[LIVE] streak=2xDN  rsi=67.98
[LIVE] fair: UP=0.505 DN=0.495
[LIVE] target: UP@0.49 DN@0.48 (improve=0.0)
[LIVE] USDC: $189.72 | Size: 9.0
[UP] BUY 9sh @ 0.48  oid=0x9c56e302f8bdf3080dd2900d78dc7e663f122636fbcde4c616f58bd09865d161
[LIVE] UP placed @ 0.48  (target=0.49, best_ask=0.49) (improved)
[DN] BUY 9sh @ 0.48  oid=0xa8fde89ade33b2745c92a508dd1b7b3be61092d49b71f790db01a1e356699053
[LIVE] DN placed @ 0.48  (target=0.48, best_ask=0.52)
[LIVE] UP:open@0.48 | DN:open@0.48 | 278s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 267s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 256s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 244s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 233s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 221s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 210s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 198s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 187s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 176s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 164s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 153s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 141s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 130s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 118s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 107s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 96s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 84s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 73s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 61s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 50s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 38s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 27s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 15s to start
[LIVE] UP:open@0.48 | DN:open@0.48 | 4s to start
[UP] cancelled 0x9c56e302f8bdf3...
[DN] cancelled 0xa8fde89ade33b2...
[LIVE] candle done: no fills
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (819s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (758s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (697s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (666s to start)
[LIVE] Current candle not confirmed (656s to start)
[LIVE] Current candle not confirmed (646s to start)
[LIVE] Current candle not confirmed (636s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (605s to start)
[LIVE] Current candle not confirmed (595s to start)
[LIVE] Current candle not confirmed (585s to start)
[LIVE] Current candle not confirmed (575s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (554s to start)
[LIVE] Current candle not confirmed (544s to start)
[LIVE] Current candle not confirmed (534s to start)
[LIVE] Current candle not confirmed (524s to start)
[LIVE] Current candle not confirmed (514s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (493s to start)
[LIVE] Current candle not confirmed (483s to start)
[LIVE] Current candle not confirmed (473s to start)
[LIVE] Current candle not confirmed (463s to start)
[LIVE] Current candle not confirmed (453s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (432s to start)
[LIVE] Current candle not confirmed (422s to start)
[LIVE] Current candle not confirmed (412s to start)
[LIVE] Current candle not confirmed (402s to start)
[LIVE] Current candle not confirmed (392s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (371s to start)
[LIVE] Current candle not confirmed (361s to start)
[LIVE] Current candle not confirmed (351s to start)
[LIVE] Current candle not confirmed (341s to start)
[LIVE] Current candle not confirmed (331s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (310s to start)
[LIVE] Current candle not confirmed (300s to start)
[LIVE] Current candle not confirmed (290s to start)
[LIVE] Current candle not confirmed (279s to start)
[LIVE] Current candle not confirmed (269s to start)
[LIVE] Current candle not confirmed (258s to start)
[LIVE] Current candle not confirmed (248s to start)
[LIVE] Current candle not confirmed (237s to start)
[LIVE] Current candle not confirmed (227s to start)
[LIVE] Current candle not confirmed (216s to start)
[LIVE] Current candle not confirmed (205s to start)
[LIVE] Current candle not confirmed (195s to start)
[LIVE] Current candle not confirmed (184s to start)
[LIVE] Current candle not confirmed (174s to start)
[LIVE] Current candle not confirmed (163s to start)
[FV] Current candle effectively UP (bid=0.95, 153s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 14, 1:45PM-2:00PM ET
[LIVE] streak=1xUP  rsi=71.23
[LIVE] fair: UP=0.450 DN=0.550
[LIVE] target: UP@0.44 DN@0.54 (improve=0.0)
[LIVE] USDC: $189.72 | Size: 9.0
[UP] BUY 9sh @ 0.44  oid=0x760dcca1e28f3be09657cb756e85cf55ed7a51a816bf0a1f0244aa30673ccadf
[LIVE] UP placed @ 0.44  (target=0.44, best_ask=0.48)
[DN] BUY 9sh @ 0.52  oid=0x36c7c78e485d287431241943fa16a1adcf96fe17107f8ee0b706150a4acf8164
[LIVE] DN placed @ 0.52  (target=0.54, best_ask=0.53) (improved)
[LIVE] UP:open@0.44 | DN:open@0.52 | 140s to start
[LIVE] UP:open@0.44 | DN:open@0.52 | 129s to start
[LIVE] DN FILLED @ 0.52
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 113s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 102s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 92s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 81s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 70s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 59s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 49s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 38s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 27s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 16s to start
[LIVE] UP:open@0.44 | DN:FILLED@0.52 | 5s to start
[UP] cancelled 0x760dcca1e28f3b...
[LIVE] candle done: DN@0.52
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (820s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (758s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (697s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (636s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (575s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (514s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (453s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (392s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (331s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[LIVE] Current candle not confirmed (291s to start)
[LIVE] Current candle not confirmed (280s to start)
[LIVE] Current candle not confirmed (270s to start)
[LIVE] Current candle not confirmed (259s to start)
[LIVE] Current candle not confirmed (248s to start)
[LIVE] Current candle not confirmed (238s to start)
[LIVE] Current candle not confirmed (227s to start)
[LIVE] Current candle not confirmed (216s to start)
[LIVE] Current candle not confirmed (206s to start)
[LIVE] Current candle not confirmed (195s to start)
[LIVE] Current candle not confirmed (185s to start)
[LIVE] Current candle not confirmed (174s to start)
[LIVE] Current candle not confirmed (164s to start)
[LIVE] Current candle not confirmed (153s to start)
[LIVE] Current candle not confirmed (143s to start)
[FV] Current candle effectively UP (bid=0.95, 132s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 14, 2:00PM-2:15PM ET
[LIVE] streak=2xUP  rsi=72.99
[LIVE] fair: UP=0.445 DN=0.555
[LIVE] target: UP@0.43 DN@0.55 (improve=0.0)
[LIVE] USDC: $185.04 | Size: 9.0
[UP] BUY 9sh @ 0.43  oid=0x1eb8ec2ee1967c37be52d7b8f8d32ba46b848af4921fcb0b71e98a04e900229b
[LIVE] UP placed @ 0.43  (target=0.43, best_ask=0.47)
[DN] BUY 9sh @ 0.53  oid=0xf683ea871eba8fafaaa3acf5b785fb2545aa2cd725cd06da449d45367c186fd1
[LIVE] DN placed @ 0.53  (target=0.55, best_ask=0.54) (improved)
[LIVE] UP:open@0.43 | DN:open@0.53 | 120s to start
[LIVE] UP:open@0.43 | DN:open@0.53 | 108s to start
[LIVE] UP:open@0.43 | DN:open@0.53 | 97s to start
[LIVE] UP:open@0.43 | DN:open@0.53 | 85s to start
